,pn,description,actual_stock,ideal_stock,station,del_time,buy_freq,purchasing_method,min,max
324,ASC251T,Rocol Anti Seize Stailess,6.0000,0,KEF,22,10,low_sale,0,0
325,AS21516,Bolt    Bihex Hd,17.0000,0,KEF,19,10,low_sale,0,0
326,00-5100-41,RDU RELEASE KEY 2-PIN,0.0000,0,KEF,153,10,low_sale,0,0
327,73781CD720,Nut     Flap Instl,0.0000,0,KEF,11,10,low_sale,0,0
328,SL4093-14,Nut Barrel  Power Plant Rb211-535e4 8 C,23.0000,0,KEF,32,10,low_sale,0,0
329,BACR15FV5KE6,Rivet,5.0000,0,KEF,21,100,low_sale,0,0
330,BACC63BP16H10SN,Plug Connecto,10.0000,0,KEF,36,10,low_sale,0,0
331,GUYBLAST20-30,Media   Blasting Sand,200.0000,0,KEF,50,10,low_sale,0,0
332,BACS38K1,Strap,0.0000,0,KEF,7,100,low_sale,0,0
333,X200,Remover,28.0000,0,KEF,29,10,low_sale,0,0
334,NAS1612-16A,Packing,56.0000,0,KEF,14,100,low_sale,0,0
335,BACB30NW6K6,Bolt,107.0000,0,KEF,16,100,low_sale,0,0
336,KB27141,Ring    Rigid Coupling Toroi,9.0000,0,KEF,16,10,low_sale,0,0
337,ACICC00293-764,THRESHOLD TRIM,15.0000,0,KEF,33,10,low_sale,0,0
338,LJ71748,Shim    Bumper-Lower Bifurca,5.0000,0,KEF,18,10,low_sale,0,0
339,S9413-135,Packing,6.0000,0,KEF,11,100,low_sale,0,0
340,MS28774-116,Ring,63.0000,0,KEF,6,100,low_sale,0,0
341,BACP18BC03A08P,Pin,764.0000,0,KEF,14,100,low_sale,0,0
342,16202-022,Gasket,29.0000,0,KEF,35,10,low_sale,0,0
343,3803419,"Ring Sealing,T0r0idal",17.0000,0,KEF,27,10,low_sale,0,0
344,S8990-010,Packing Packing-Preformed,67.0000,0,KEF,8,100,low_sale,0,0
345,BACB30NX6K8X,Bolt,126.0000,0,KEF,20,100,low_sale,0,0
346,LK35446,Sleeve  Spring Locating,53.0000,0,KEF,17,10,low_sale,0,0
347,808048-4,"Seal Gask-O-Seal, Drain Tube Instl, Waste Tank, Vacuum Waste",4.0000,0,KEF,52,10,low_sale,0,0
348,BACB30NM3K3,Bolt,34.0000,0,KEF,8,100,low_sale,0,0
349,BACB30NW6K7,Bolt,320.0000,0,KEF,44,100,low_sale,0,0
350,AS3209-162,PACKING,0.0000,0,KEF,19,10,low_sale,0,0
351,FT1246,Xfmr Lt Instl Wing Tip,26.0000,0,KEF,21,10,low_sale,0,0
352,MS21141U0606P,Rivet,50.0000,0,KEF,19,10,low_sale,0,0
353,KB27120,Seal    Seal,34.0000,0,KEF,15,10,low_sale,0,0
354,89-13,Tag     Identification Tag,18.0000,0,KEF,55,10,low_sale,0,0
355,LJ75993,BOX ASSY - DEFLECTOR NO. 10,11.0000,0,KEF,141,10,low_sale,0,0
356,BACB30VF3K6,Bolt,182.0000,0,KEF,20,10,low_sale,0,0
357,NAS1149D0663J,WASHER,327.0000,0,KEF,20,10,low_sale,0,0
358,1A123-0093-5,Seal    Toilet Shroud,12.0000,0,KEF,76,10,low_sale,0,0
359,HT603A254X40,FOAM RUBBER (40mm x 25.4mm) (3-Metre-Length),4.0000,0,KEF,30,10,low_sale,0,0
360,BAC7363AF,"AEROFINE FINISH SEMIGLOSS, INTERIOR WHITE, PU",20.0000,0,KEF,34,10,low_sale,0,0
361,16291,Base Discharger Rudder,6.0000,0,KEF,16,10,low_sale,0,0
362,55-2199-3,Flash Tube,8.0000,0,KEF,9,10,low_sale,0,0
363,MS29526-2,Vent Cap,1.0000,0,KEF,30,10,low_sale,0,0
364,BACR15GF6D16,Rivet,31.0000,0,KEF,21,100,low_sale,0,0
365,NAS1801-3-27,Screw,13.0000,0,KEF,23,100,low_sale,0,0
366,BACB30NN4K18,Bolt,104.0000,0,KEF,11,10,low_sale,0,0
367,ACICC00295-02,THRESHOLD THRIM,36.0000,0,KEF,43,10,low_sale,0,0
368,NAS601-10P,Screw,101.0000,0,KEF,12,100,low_sale,0,0
369,289-801-240,Mask Ay Psu Oxygen Box,10.0000,0,KEF,32,10,low_sale,0,0
370,332001P,Fuse,164.0000,0,KEF,12,10,low_sale,0,0
371,AS43003-905,"Ring    Sealing,T0r0idal",114.0000,0,KEF,5,100,low_sale,0,0
372,BHV7091L,"Battery Aa, Varta Longlife Extra",1200.0000,0,KEF,10,100,low_sale,0,0
373,SAMPLEKIT,Kit,49.0000,0,KEF,17,10,low_sale,0,0
374,NAS1611-153A,Packing,45.0000,0,KEF,44,10,low_sale,0,0
375,BACB30LM4-5,Bolt,27.0000,0,KEF,7,100,low_sale,0,0
376,NAS1611-224A,Packing,75.0000,0,KEF,82,100,low_sale,0,0
377,H16SS,Clamp,42.0000,0,KEF,74,10,low_sale,0,0
378,BSH10285D,Brush   Tin Handle Acid Brush,144.0000,0,KEF,22,100,low_sale,0,0
379,L0CTITE51094,Compound Anti-Seize M0ly50,20.0000,0,KEF,27,10,low_sale,0,0
380,767,Bulb Spare Bulb Stwg Instl,64.0000,0,KEF,23,10,low_sale,0,0
381,290FR3,Tape Cargo 3inx36yds,24.0000,0,KEF,84,10,low_sale,0,0
382,CB200-40,"ADHESIVE, ACRILIC",31.0000,0,KEF,69,10,low_sale,0,0
383,NAS1252-416H,Washer,174.0000,0,KEF,7,10,low_sale,0,0
384,MS21141U0605P,Rivet,48.0000,0,KEF,13,10,low_sale,0,0
385,BACT12AC3,Terminal,127.0000,0,KEF,14,100,low_sale,0,0
386,BACS38J2,Strap,85.0000,0,KEF,26,100,low_sale,0,0
387,LJ70425,Shim,17.0000,0,KEF,15,10,low_sale,0,0
388,D436-36,Splice,258.0000,0,KEF,17,100,low_sale,0,0
389,BACB30NX6K5,Bolt,647.0000,0,KEF,24,100,low_sale,0,0
390,434-092-009,Ckt Mdl Ind Light Ay,10.0000,0,KEF,24,10,low_sale,0,0
391,0-132-004600000,Catch,2.0000,0,KEF,29,10,low_sale,0,0
392,9371M19P105,Seal    Seal,2.0000,0,KEF,28,10,low_sale,0,0
393,BMS3-33,GREASE,107.0000,0,KEF,36,10,low_sale,0,0
394,F15T12CW,Lamp,82.0000,0,KEF,25,10,low_sale,0,0
395,342-116-1,Lining  Mwl Brake,419.0000,0,KEF,34,10,low_sale,0,0
396,M39029-32-248,Socket,8.0000,0,KEF,11,100,low_sale,0,0
397,AS43013-154,Seal    Ring,55.0000,0,KEF,12,100,low_sale,0,0
398,BACP11K8,Packing,16.0000,0,KEF,11,100,low_sale,0,0
399,BACW10BP6CD,Washer,517.0000,0,KEF,3,100,low_sale,0,0
400,BACS12HN3-5,Head Hex Screws,2406.0000,0,KEF,13,10,low_sale,0,0
401,SP122D,Washer,30.0000,0,KEF,21,100,low_sale,0,0
402,BACP11K4,Packing,27.0000,0,KEF,23,100,low_sale,0,0
403,NAS514P632-12,Screw,188.0000,0,KEF,24,10,low_sale,0,0
404,ACIFL00105-764,Strip Kick,148.0000,0,KEF,17,10,low_sale,0,0
405,M0LYK0TEGN,COMPOUND,15.0000,0,KEF,10,10,low_sale,0,0
406,AN960JD10LL,Washer,2830.0000,0,KEF,12,10,low_sale,0,0
407,BACC47CP1A,Socket,275.0000,0,KEF,35,100,low_sale,0,0
408,SKYDR0L500B4,Skydrol5,628.0000,0,KEF,106,10,low_sale,0,0
409,NAS1399MW6-5,Rivet,6.0000,0,KEF,11,10,low_sale,0,0
410,BACS38Y3,CLIP STANDOFF STRINGER,109.0000,0,KEF,133,10,low_sale,0,0
411,BACP18BC02A10P,Pin,207.0000,0,KEF,22,100,low_sale,0,0
412,C28-15,Solvent,58.0000,0,KEF,29,10,low_sale,0,0
413,3011,Bulb,67.0000,0,KEF,40,100,low_sale,0,0
414,NAS620C10,Washer,859.0000,0,KEF,21,100,low_sale,0,0
415,CN216,Conditioner Leather,15.0000,0,KEF,30,10,low_sale,0,0
416,MAT203,Pig Mat For Cleaning,15.0000,0,KEF,16,10,low_sale,0,0
417,BACR15GF6D9,Rivet,14.0000,0,KEF,8,100,low_sale,0,0
418,P4-01-0021,Battery For Pwr Unit Model,9.0000,0,KEF,32,10,low_sale,0,0
419,6839,Lamp,290.0000,0,KEF,13,100,low_sale,0,0
420,E05802533011525,Velcro Hook 25mm Black Adhesive,0.0000,0,KEF,36,10,low_sale,0,0
421,134-242,Rotor,11.0000,0,KEF,74,10,low_sale,0,0
422,CR4H,Ring,1158.0000,0,KEF,9,100,low_sale,0,0
423,S9412-554,Packing,28.0000,0,KEF,3,10,low_sale,0,0
424,BACB30NX6K6,Bolt,699.0000,0,KEF,23,100,low_sale,0,0
425,MS51957-46,Screw,251.0000,0,KEF,12,10,low_sale,0,0
426,HL11VAZ8-7,Bolt,28.0000,0,KEF,9,100,low_sale,0,0
427,1691,Bulb,73.0000,0,KEF,14,100,low_sale,0,0
428,414N3300-2C,Bumper,41.0000,0,KEF,19,10,low_sale,0,0
429,NAS1612-10A,Packing,176.0000,0,KEF,77,100,low_sale,0,0
430,KB27127,"Seal    Sealing,T0r0idal",101.0000,0,KEF,20,10,low_sale,0,0
431,BACR15GF5D4,Rivet,53.0000,0,KEF,21,10,low_sale,0,0
432,BACB30NX8K10X,Bolt,37.0000,0,KEF,7,10,low_sale,0,0
433,68-1167,Packing,16.0000,0,KEF,11,10,low_sale,0,0
434,KB1087,Washer  Flat,91.0000,0,KEF,18,10,low_sale,0,0
435,Q4559X,Light Landing,15.0000,0,KEF,26,10,low_sale,0,0
436,BACN10JC04,Nut,1104.0000,0,KEF,43,100,low_sale,0,0
437,216-20018,Seal Hyd Pump Instl,12.0000,0,KEF,30,10,low_sale,0,0
438,CIET22D01,Tool,160.0000,0,KEF,19,100,low_sale,0,0
439,MS21914V6P,CAP,46.0000,0,KEF,25,10,low_sale,0,0
440,AN960C716,Washer,616.0000,0,KEF,21,100,low_sale,0,0
441,BACR13CD2,Relay,10.0000,0,KEF,16,10,low_sale,0,0
442,2-110V747-75,Seal,57.0000,0,KEF,10,10,low_sale,0,0
443,BACR15BA6AD8C,Rivet,44.0000,0,KEF,13,10,low_sale,0,0
444,NAS1801-3-24,Screw,212.0000,0,KEF,13,100,low_sale,0,0
445,1385,Bulb,143.0000,0,KEF,16,100,low_sale,0,0
446,7075-0-071,Aluminium Sheet,166.0000,0,KEF,52,10,low_sale,0,0
447,AN525-10R8,Screw,363.0000,0,KEF,21,100,low_sale,0,0
448,DAPC02200,Sealant (177ml) tubes,9.0000,0,KEF,36,10,low_sale,0,0
449,365-3422,"Bison-Glue 3.0gr, Rocket",720.0000,0,KEF,8,100,low_sale,0,0
450,NAS1523C4R,Packing,137.0000,0,KEF,26,100,low_sale,0,0
451,LJ75809,Shim    Bumper-L0wer Bifurca,13.0000,0,KEF,18,10,low_sale,0,0
452,BACB30NN3K10,Bolt,641.0000,0,KEF,25,100,low_sale,0,0
453,BACS12HN08-8,Screw,82.0000,0,KEF,11,10,low_sale,0,0
454,68273-101,"Kit, Age Limited For Survival Kit",0.0000,0,KEF,64,10,low_sale,0,0
455,BACB30NY6K4X,Bolt,94.0000,0,KEF,11,100,low_sale,0,0
456,BMS10-86TY1GRAY,Paint   Teflon Paint,6.0000,0,KEF,95,10,low_sale,0,0
457,BACB30NX8K7,Bolt,129.0000,0,KEF,12,100,low_sale,0,0
458,411A4902-7,Retainer,51.0000,0,KEF,40,10,low_sale,0,0
459,M83248-2-908,Packing,82.0000,0,KEF,7,10,low_sale,0,0
460,BACS38J5,Stringer,33.0000,0,KEF,7,10,low_sale,0,0
461,P196698,Filter E.E. Cooling Air,2.0000,0,KEF,34,10,low_sale,0,0
462,NAS1802-3-10,Screw,581.0000,0,KEF,11,100,low_sale,0,0
463,BACW10BP5CD,Washer,475.0000,0,KEF,15,100,low_sale,0,0
464,68-1250,Packing Preformed,22.0000,0,KEF,25,10,low_sale,0,0
465,NS202637-02,Nutplate,25.0000,0,KEF,19,10,low_sale,0,0
466,BACB30NX6K7,Bolt,135.0000,0,KEF,9,100,low_sale,0,0
467,37604-331,Seal    Ring,5.0000,0,KEF,43,10,low_sale,0,0
468,S8990-608,Packing Packing-Preformed,62.0000,0,KEF,25,100,low_sale,0,0
469,001037,Paper Roll,62.0000,0,KEF,7,10,low_sale,0,0
470,BK206278E0072,"FAIRING,PLATE",30.0000,0,KEF,55,10,low_sale,0,0
471,BS060112-31,Ashtray,2.0000,0,KEF,57,10,low_sale,0,0
472,BACR15GF6D10,Rivet,60.0000,0,KEF,6,10,low_sale,0,0
473,BACC47EF1,Pin     Contact Pin,294.0000,0,KEF,15,100,low_sale,0,0
474,DC732CL,Sealant,13.0000,0,KEF,30,10,low_sale,0,0
475,BACS12GR3L18,Screw,950.0000,0,KEF,57,100,low_sale,0,0
476,M83248-2-906,Packing,150.0000,0,KEF,9,100,low_sale,0,0
477,NAS1149F0316P,WASHER,139.0000,0,KEF,4,10,low_sale,0,0
478,BACB30NW6K2,Bolt,397.0000,0,KEF,40,10,low_sale,0,0
479,BACB30NW8K8,Bolt,139.0000,0,KEF,23,100,low_sale,0,0
480,411A4902-6,Retainer,100.0000,0,KEF,21,10,low_sale,0,0
481,NAS679A06W,Nut,900.0000,0,KEF,13,100,low_sale,0,0
482,BACB30VF4K8,Bolt,94.0000,0,KEF,12,100,low_sale,0,0
483,TA025028-16,Clip,179.0000,0,KEF,31,10,low_sale,0,0
484,BACC30R8,Collar,55.0000,0,KEF,8,100,low_sale,0,0
485,M5070A,Battery For Heartstart Defibrillator,8.0000,0,KEF,11,10,low_sale,0,0
486,QA07624,Fuel Filter,13.0000,0,KEF,17,10,low_sale,0,0
487,78-123,Rivet   (Add Info),553.0000,0,KEF,24,100,low_sale,0,0
488,5108WW,Bulb,34.0000,0,KEF,20,10,low_sale,0,0
489,NAS1612-12,Packing,38.0000,0,KEF,69,100,low_sale,0,0
490,PLT4SC,Strap   371mm,797.0000,0,KEF,39,100,low_sale,0,0
491,1978X,Bulb Spare Bulb Stwg Instl,34.0000,0,KEF,24,10,low_sale,0,0
492,NAS42DD6-64FC,SPACER,169.0000,0,KEF,0,100,low_sale,0,0
493,A0860,"Gasket  Seal,E Type",6.0000,0,KEF,16,10,low_sale,0,0
494,NAS1149C0663R,Washer,393.0000,0,KEF,13,100,low_sale,0,0
495,LM718947-20629,Cone    Cone Bearing,8.0000,0,KEF,42,10,low_sale,0,0
496,BACB30NW12K14,Bolt,51.0000,0,KEF,15,10,low_sale,0,0
497,P2-07-0015-002,FLASHLIGHT,35.0000,0,KEF,26,10,low_sale,0,0
498,BACB30VF3K7,Bolt,346.0000,0,KEF,13,100,low_sale,0,0
499,7586649,Cap,8.0000,0,KEF,13,10,low_sale,0,0
500,R9003,Repair Kit,10.0000,0,KEF,11,10,low_sale,0,0
501,BACN10JC4CD,Nut,81.0000,0,KEF,13,100,low_sale,0,0
502,X5133-14MD,Ring,56.0000,0,KEF,34,10,low_sale,0,0
503,AN525-10R12,Screw,174.0000,0,KEF,12,100,low_sale,0,0
504,70-1,Tape    Self Bonding Tape,11.0000,0,KEF,34,10,low_sale,0,0
505,214T3419-29,Filter Ay  Inlet  Lav/Galy Vent,15.0000,0,KEF,29,10,low_sale,0,0
506,411N2581-2,Bushing,6.0000,0,KEF,21,10,low_sale,0,0
507,B2007Y054C,"TAG, SECURITY",17.0000,0,KEF,50,10,low_sale,0,0
508,KR0IL,Lubrcant Lubricant,46.0000,0,KEF,27,10,low_sale,0,0
509,54-433,Sleeve  Piston,85.0000,0,KEF,39,10,low_sale,0,0
510,MS28782-25,Ring,201.0000,0,KEF,12,100,low_sale,0,0
511,BACS38P5,Support Attachment,72.0000,0,KEF,28,10,low_sale,0,0
512,BACN10YJ3F,Nut,91.0000,0,KEF,80,10,low_sale,0,0
513,594-20629,Bearing  Bearing,12.0000,0,KEF,41,10,low_sale,0,0
514,AC130,Sol Gel Prebond Kit,0.0000,0,KEF,22,10,low_sale,0,0
515,78-132,Rivet   (Semi Tubular),1045.0000,0,KEF,23,100,low_sale,0,0
516,CPM2560-10,Infant Belt Bag,14.0000,0,KEF,83,10,low_sale,0,0
517,M0BILSHC100TUBE,"GREASE  SYNTHETIC GREASE IN 12,5 OUNCES",58.0000,0,KEF,29,10,low_sale,0,0
518,BACB30NN4K7,Bolt,144.0000,0,KEF,10,100,low_sale,0,0
519,BACN10YR4CD,Nut,605.0000,0,KEF,13,100,low_sale,0,0
520,52375-20629,Cone-Bearing Inner,7.0000,0,KEF,36,10,low_sale,0,0
521,BACB30NW10K11X,Bolt,6.0000,0,KEF,11,10,low_sale,0,0
522,AN3H5A,Bolt    Bolt-Machine,145.0000,0,KEF,17,100,low_sale,0,0
523,68-1519,Oring,65.0000,0,KEF,23,10,low_sale,0,0
524,P25001,Ball,16.0000,0,KEF,8,10,low_sale,0,0
525,BACB30NW6K6Y,Bolt,86.0000,0,KEF,16,100,low_sale,0,0
526,L812148,Cone    Main Wheel,5.0000,0,KEF,66,10,low_sale,0,0
527,NAS1149D0463J,Washer,2238.0000,0,KEF,15,100,low_sale,0,0
528,AN4H3A,Bolt    -Machine Main Brake,129.0000,0,KEF,19,10,low_sale,0,0
529,BACN10YD3G,Nutplate,146.0000,0,KEF,10,100,low_sale,0,0
530,654T0035-23,Kit     Filter Kit,5.0000,0,KEF,15,10,low_sale,0,0
531,U756263,Screw   Csk Hd,21.0000,0,KEF,17,10,low_sale,0,0
532,MS16624-2037,Ring,2411.0000,0,KEF,21,100,low_sale,0,0
533,7387,Lamp    Psu Pax Info Sign,1339.0000,0,KEF,11,100,low_sale,0,0
534,LPS1,Oil     Penatrating.,14.0000,0,KEF,25,10,low_sale,0,0
535,BACB30NX5HK3,Bolt,82.0000,0,KEF,3,100,low_sale,0,0
536,MS90451-6832,Lamp T1 Short 5v 60ma Wire Term,515.0000,0,KEF,11,100,low_sale,0,0
537,PLT2MC,Strap,3139.0000,0,KEF,23,100,low_sale,0,0
538,MS21913-6,Plug,42.0000,0,KEF,34,10,low_sale,0,0
539,BACB30NW8K6,Bolt,58.0000,0,KEF,14,100,low_sale,0,0
540,BACB30NW8K5,Bolt,31.0000,0,KEF,25,100,low_sale,0,0
541,FS203X916,Ring    Back-Up Teflon,11.0000,0,KEF,9,10,low_sale,0,0
542,BACS12GU3K8,Screw,7.0000,0,KEF,22,10,low_sale,0,0
543,80957-10,Shaft Assy,9.0000,0,KEF,13,10,low_sale,0,0
544,NAS601-12P,Screw,3.0000,0,KEF,8,10,low_sale,0,0
545,720752-58,Packing,94.0000,0,KEF,11,10,low_sale,0,0
546,BACW10BP3ACU,Washer,44.0000,0,KEF,10,100,low_sale,0,0
547,C0RBAN23AER0S0L,CORROSION INHIBITOR - AEROSOL CAN,8.0000,0,KEF,21,10,low_sale,0,0
548,130-17,Ball    Main Brake Assy,22.0000,0,KEF,31,10,low_sale,0,0
549,BACB30NT3K4,Bolt,382.0000,0,KEF,13,10,low_sale,0,0
550,AC9780F15Y11,Filter,6.0000,0,KEF,20,10,low_sale,0,0
551,BACR13CJ2,Relay,10.0000,0,KEF,19,10,low_sale,0,0
552,68-1125,Packing -Preformed,195.0000,0,KEF,37,10,low_sale,0,0
553,NAS75-4-020,Bushing,22.0000,0,KEF,20,10,low_sale,0,0
554,BACN11AG06,Nutplate,83.0000,0,KEF,11,100,low_sale,0,0
555,10-60754-1,Seal,23.0000,0,KEF,52,10,low_sale,0,0
556,16204-002,Motor-Pump-Filter Ay,19.0000,0,KEF,30,10,low_sale,0,0
557,NSBT8N,Compound Never-Seez,6.0000,0,KEF,22,10,low_sale,0,0
558,RTV106,Sealant,17.0000,0,KEF,34,10,low_sale,0,0
559,720752-10WE,Packing-Preformed,14.0000,0,KEF,26,10,low_sale,0,0
560,BACS12HL3AH6,SCREW,22.0000,0,KEF,30,10,low_sale,0,0
561,J221P904,Packing Packing-Preformed O-,27.0000,0,KEF,8,100,low_sale,0,0
562,BACB30NY8K8,Bolt,89.0000,0,KEF,46,100,low_sale,0,0
563,RTV103,"Adhesive Sealant, Black",1.0000,0,KEF,58,10,low_sale,0,0
564,DC3145,Sealant,4.0000,0,KEF,60,10,low_sale,0,0
565,M83248-1-012,Packing,81.0000,0,KEF,10,100,low_sale,0,0
566,UL17715,Panel Ay,10.0000,0,KEF,17,10,low_sale,0,0
567,1111-0006-1,Sensor-Fluid Level,11.0000,0,KEF,66,10,low_sale,0,0
568,727604-4,Filter Filter-Air,6.0000,0,KEF,36,10,low_sale,0,0
569,654T0035-14,Kit     Filter Kit,3.0000,0,KEF,106,10,low_sale,0,0
570,BACB30MY6K5,Bolt,309.0000,0,KEF,12,100,low_sale,0,0
571,3-905S383-70,Packing,20.0000,0,KEF,18,100,low_sale,0,0
572,7585381,Element,3.0000,0,KEF,15,10,low_sale,0,0
573,SL4193,Nut,2.0000,0,KEF,15,10,low_sale,0,0
574,122157T030,Ot-157t 3in 60y,10.0000,0,KEF,32,10,low_sale,0,0
575,69B47961-2,Rod,0.0000,0,KEF,22,10,low_sale,0,0
576,411N1114-12A,Shade,19.0000,0,KEF,11,10,low_sale,0,0
577,BACL20AE,Loop,8.0000,0,KEF,13,10,low_sale,0,0
578,BACJ40A21-8,Jumper,44.0000,0,KEF,21,100,low_sale,0,0
579,90-0327-1WE,Blade Wiper Windshield,17.0000,0,KEF,73,10,low_sale,0,0
580,10-60754-36,Seal,9.0000,0,KEF,19,10,low_sale,0,0
581,J082269-6,Ball Unit,14.0000,0,KEF,16,10,low_sale,0,0
582,16202-027,Valve   Valve-Mushroom,50.0000,0,KEF,35,10,low_sale,0,0
583,KB27114,Seal    Ring,29.0000,0,KEF,18,10,low_sale,0,0
584,NAS1611-231A,Packing,29.0000,0,KEF,4,100,low_sale,0,0
585,340121020,Washer,303.0000,0,KEF,33,100,low_sale,0,0
586,AS43013-118,Ring    Ring,97.0000,0,KEF,14,10,low_sale,0,0
587,M81969-39-01,Tool,99.0000,0,KEF,10,100,low_sale,0,0
588,PS890A2,Semkit,48.0000,0,KEF,61,10,low_sale,0,0
589,AS43003-912,"RING    FILTER ASSY,",71.0000,0,KEF,7,100,low_sale,0,0
590,K8833,Washer  Flat,385.0000,0,KEF,21,100,low_sale,0,0
591,68-1115,Packing Main Wheel,27.0000,0,KEF,46,10,low_sale,0,0
592,BMS3-32TYPE1,Fluid Strut,621.0000,0,KEF,38,10,low_sale,0,0
593,BACB30NY6K5,Bolt,112.0000,0,KEF,34,100,low_sale,0,0
594,BACR15FV5KE7,Rivet,12.0000,0,KEF,21,10,low_sale,0,0
595,BACC30AB6S,Collar,98.0000,0,KEF,13,10,low_sale,0,0
596,38FA602,Vacuum Blower Filter,4.0000,0,KEF,31,10,low_sale,0,0
597,HL10V5-5,Pin,16.0000,0,KEF,26,100,low_sale,0,0
598,LJ76353,Flap Assy - Blocker,1.0000,0,KEF,37,10,low_sale,0,0
599,60-3500-9,Screw Screw-Captive,11.0000,0,KEF,24,10,low_sale,0,0
600,GTS345-905,O-Ring,35.0000,0,KEF,16,10,low_sale,0,0
601,BACW10BP4CD,Washer,596.0000,0,KEF,13,100,low_sale,0,0
602,1090-06,Packing,62.0000,0,KEF,13,10,low_sale,0,0
603,8-348-02,Sensor Position Ind And Auto Restow,2.0000,0,KEF,24,10,low_sale,0,0
604,BACR15BA4AD6C,Rivet,44.0000,0,KEF,230,100,low_sale,0,0
605,LM29700LA902A7,Cone And Seal Assy,28.0000,0,KEF,13,10,low_sale,0,0
606,LK35445,Collar  Guide Pin,62.0000,0,KEF,16,10,low_sale,0,0
607,HV20000-00,Hydrolock,20.0000,0,KEF,88,10,low_sale,0,0
608,11-10638,Element,25.0000,0,KEF,32,10,low_sale,0,0
609,31-5241-5,Lamp Assy,2.0000,0,KEF,22,10,low_sale,0,0
610,20-531-1,Ajuster Adjuster Pin,18.0000,0,KEF,28,10,low_sale,0,0
611,Q4554,Lamp Taxi Lt Nose Ldg Gear,51.0000,0,KEF,20,10,low_sale,0,0
612,BAC707GRAY,Eclipse Gloss Bac 707 Gray,7.0000,0,KEF,44,10,low_sale,0,0
613,BACW10BP7APU,Washer,47.0000,0,KEF,658,100,low_sale,0,0
614,BACS12HN3-6,Screw,129.0000,0,KEF,17,10,low_sale,0,0
615,MS21042L6,Nut,441.0000,0,KEF,21,100,low_sale,0,0
616,NAS1836-3-07,Insert,286.0000,0,KEF,20,100,low_sale,0,0
617,AS20624,Nut     Bihex - Rod End,230.0000,0,KEF,9,10,low_sale,0,0
618,HL10VAZ5-2,Bolt,9.0000,0,KEF,12,10,low_sale,0,0
619,414N3300-1C,Endcap End-Cap,30.0000,0,KEF,21,10,low_sale,0,0
620,BACS12HN3U8,Screw,84.0000,0,KEF,13,10,low_sale,0,0
621,MS29513-016,Packing,163.0000,0,KEF,24,10,low_sale,0,0
622,E01005033011525,Velcro Loop 50mm Black,224.0000,0,KEF,49,100,low_sale,0,0
623,AS1895-7-400,Gasket  E Seal Eng Start Sys,9.0000,0,KEF,28,10,low_sale,0,0
624,BACB30NX6K3Y,Bolt,41.0000,0,KEF,39,100,low_sale,0,0
625,M83248-1-243,O-Ring,40.0000,0,KEF,3,10,low_sale,0,0
626,BACC10GU103,Clamp,17.0000,0,KEF,7,100,low_sale,0,0
627,16292,Retainer Discharger  Wing Tip,5.0000,0,KEF,24,10,low_sale,0,0
628,BACR15BA5AD5C,Rivet,28.0000,0,KEF,225,10,low_sale,0,0
629,107190,Battery 9.V,100.0000,0,KEF,33,10,low_sale,0,0
630,301-1-4HARD032,032steel .032 St Steel.,82.0000,0,KEF,18,10,low_sale,0,0
631,J100,Switch  Dome Light Aft Cargo,1.0000,0,KEF,15,10,low_sale,0,0
632,BACN10YR3CM,Nut,101.0000,0,KEF,7,10,low_sale,0,0
633,1864,Bulb,238.0000,0,KEF,24,100,low_sale,0,0
634,E05802501011525,Velcro Hook 25mm White Adhesive,1072.0000,0,KEF,248,100,low_sale,0,0
635,433-091-009,Switch,3.0000,0,KEF,45,10,low_sale,0,0
636,ABS4063P,Battery,19.0000,0,KEF,20,10,low_sale,0,0
637,2024T3-063,Aluminum Aluminum Sheet,326.0000,0,KEF,30,10,low_sale,0,0
638,BACB30NY6K6,Bolt,197.0000,0,KEF,11,100,low_sale,0,0
639,102STDWLUC,Lens,33.0000,0,KEF,29,10,low_sale,0,0
640,BACR12BM217,"Seal    Ring,Back Up-Supply",33.0000,0,KEF,9,10,low_sale,0,0
641,M83248-1-139,O-Ring,9.0000,0,KEF,201,10,low_sale,0,0
642,M31400,Electro Contact Cleaner,13.0000,0,KEF,39,10,low_sale,0,0
643,H12SS,Clamp,47.0000,0,KEF,53,10,low_sale,0,0
644,BACS31H1B,Insert,317.0000,0,KEF,10,10,low_sale,0,0
645,434-093-001,Board Ay Spare Bulb,4.0000,0,KEF,37,10,low_sale,0,0
646,MS9245-25,Pin,625.0000,0,KEF,17,100,low_sale,0,0
647,BACC30AC8,Collar,204.0000,0,KEF,47,10,low_sale,0,0
648,H20SS,Clamp,26.0000,0,KEF,26,10,low_sale,0,0
649,2-132N602-70,Packing,52.0000,0,KEF,60,100,low_sale,0,0
650,342-118-1,Lining  Mwl Brake,170.0000,0,KEF,30,10,low_sale,0,0
651,S4933959-521,Remove Before flight tag 5cm x 2cm,239.0000,0,KEF,34,10,low_sale,0,0
652,NAS70C161-438,Washer,1068.0000,0,KEF,26,100,low_sale,0,0
653,63-537,Nut,57.0000,0,KEF,50,10,low_sale,0,0
654,BACB30MY5K5,Bolt,84.0000,0,KEF,13,100,low_sale,0,0
655,174080-193,Oxygen Mask,17.0000,0,KEF,45,10,low_sale,0,0
656,34265-8,Light Ay Utility,13.0000,0,KEF,45,10,low_sale,0,0
657,M83248-1-907,Packing,14.0000,0,KEF,21,100,low_sale,0,0
